,0
infrastructure,0.049344519177005955
innovative,0.017460336581875048
creative,0.014986571574323097
transform,0.015940666280630744
execution,0.023634532588348158
supportive,0.038724495666200426
content,0.011903245922675713
seamless,0.012531825963490492
mantra,0.0038924141652643155
desire,0.0199502580587408
stand_up,0.01586358459101157
mindset,0.010774796444806157
arrogant,0.007322513780042599
operation_team,0.0024170835254294764
principle,0.0400970327403435
union,0.006179186074568719
high-performance,0.0024170835254294764
engagement,0.03070152981205302
jointly,0.005175937446773634
quality,0.05526264167390443
high-value,0.01173078498468382
breadth,0.008960763361779691
conjunction,0.02256189771544746
cooperation,0.004367946987455956
ensure,0.06034127672730268
prudence,0.009870557344909877
excitement,0.01444750763852701
vision,0.01690891275174003
customer_experience,0.024045723566546967
clever,0.009112822498578393
smart,0.03640873973810515
intelligent,0.012917323117569036
solution,0.054054155553989826
put_together,0.024210526803444602
recipe,0.009038153351931298
alignment,0.029683342541374905
sale_organization,0.00505993858894852
sale_team,0.01684419560725915
product_quality,0.00505993858894852
innovation,0.0270141353907149
interface,0.014842219762716527
training,0.01761682269206065
dedicated,0.00618578973006538
regulator,0.059431820945026095
service_quality,0.0062223569134366935
business_process,0.009775976133229563
truth,0.012553654660726088
efficiently,0.02169708363907066
train,0.010686081707850036
productive,0.020686144618774306
high-quality,0.030132151661589168
careful,0.039300704864100006
disciplined,0.028376823565710092
employee,0.03128058864513822
science,0.012626966659717164
leadership_team,0.005149420942383241
integrate,0.0605785736270056
product_development,0.012193654515090234
innovate,0.009650928354501188
integrated,0.012439512610680473
counsel,0.01583000593574069
comply,0.024908127675808998
ambassador,0.004817308578144537
tool,0.028447095116823428
best-of-breed,0.004817308578144537
conduct,0.03981376574734577
stakeholder,0.030473550194301813
proper,0.02280079958633655
passionate,0.006644894390356715
delight,0.007013138661808782
planner,0.01649032842604775
expertise,0.012395087832257339
onus,0.010601674082863317
assistance,0.016346982685292784
privilege,0.007873935213094995
capability,0.05664477901664367
specialized,0.013922123490281626
terrific,0.03086507796155577
beautiful,0.005987524101205028
motivate,0.003344925615905961
world-class,0.010431389657422529
supplier,0.03263924059491656
sponsor,0.005908711837689736
transparency,0.025033590426602897
technology,0.06398016818487916
loyal,0.009563356302106201
member,0.023362240463129614
senior,0.039641748017053
community_leader,0.0013349660986465132
leader,0.020759725082072147
politician,0.009011482517166387
adhere,0.0038905283904525
executive_level,0.001029423972844151
nurture,0.0024409714178363555
recruit,0.009929229537654412
risk_committee,0.0046880230929983975
branch_manager,0.0030657444505149127
experienced,0.011381168636853404
branch_staff,0.0020027453249542226
enhance,0.027916444956807503
risk_management,0.01956844281561782
reassure,0.01391413852206839
task_force,0.0016990361460007234
amazing,0.007100513448477832
cutting-edge,0.0022003376519642848
privacy,0.001110651035392186
informed,0.001029423972844151
adhering,0.002403259710140037
transformation,0.032201399220689424
shareholder_interest,0.0032494872879637766
reputation,0.018323135827439187
fairness,0.007317940174782106
instruct,0.004932462630351185
banker,0.03559092792711418
honor,0.004195221376311017
ethical,0.0046883387256904
crime,0.011638023758474017
involvement,0.008542047843169342
transparent,0.025193154815545425
independently,0.009915198281559708
ethic,0.007202886737394521
advocate,0.025527897962144316
consumer_protection,0.0006079943815065783
staff_member,0.004864952390755394
trust,0.03439858351252575
boardroom,0.0023952275968697192
corruption,0.001029423972844151
oversight,0.004971731887156387
knowledge,0.024273163113283414
succeed,0.006498380709027574
technology_requirement,0.0006079943815065783
society,0.004618265560163353
officer,0.00585712632760187
talented,0.003932311924944351
demonstration,0.008143257419236915
imperative,0.0006079943815065783
board_member,0.0053706613994638965
compliance,0.03245372821550215
applaud,0.004463057523355064
aboriginal,0.0012759444804708723
sympathetic,0.0006079943815065783
fabulous,0.009411517368149776
committee,0.011191122429916926
consultant,0.01580537343269387
governance,0.01775171662582942
government_agency,0.004857469002623309
information_technology,0.0017535457214818918
energetic,0.002652086118784633
respected,0.0017914320022565057
service_provider,0.008991792591394383
pragmatic,0.011085512282081662
dialogue,0.018780884930839264
harmonize,0.02921690425501262
control,0.05429684296302768
irresponsible,0.0076911237420326725
field,0.03588435792620994
relationship_manager,0.009111251102970008
service_delivery,0.006661308454087438
automation,0.022781103830724344
discipline,0.04875138733828174
optimize,0.03550869241813526
differentiation,0.016553515329373727
advisor,0.022094608378589016
responsibly,0.014166313729215988
product_capability,0.0072887916679426
coordinate,0.0021742557654527497
leadership,0.02080468593029533
customer_demand,0.01699091362070588
truly,0.01967210033925813
rigorous,0.01867093642119319
customer_value,0.004469604707067562
process_improvement,0.0029128559578786694
motivation,0.011077347105036437
workforce,0.012869990027957547
task,0.014202050260518103
management_board,0.003504126154281489
focused,0.011597284219198482
essential,0.01596039714255998
credible,0.018425048769553917
unique,0.027695233595936574
customer-focused,0.00312186843245165
deepen_relationship,0.015186274090235586
accountable,0.010367981909927278
thoughtful,0.01098538879068686
merge,0.009017928518126408
unify,0.0014970070276704914
engineer,0.017539350338204033
credibility,0.009346846087523331
folk,0.020004357793599256
governance_issue,0.0034447960967155756
government_official,0.0034447960967155756
best-in-class,0.002782477758635402
strict,0.007036667086627183
integration,0.01191719167292173
relationship_management,0.0024689244589507523
service_level,0.011922564229586348
core_competence,0.0045990241135882345
investigate,0.011083356987760314
criticism,0.009163348741780538
utmost,0.0020181861553966985
honesty,0.0023312301134233463
accountability,0.011451171993831355
forthright,0.0006619687239884729
assurance,0.0027654599407928642
fellow,0.004594317898979069
custodian,0.0026591277490775576
shareholder_community,0.0006619687239884729
customer_expectation,0.0006619687239884729
retrain,0.005142806782337094
profession,0.006421911375063712
police,0.0011208104786399476
facilitate,0.021682480937889558
compliment,0.016174253730319603
culturally,0.0006619687239884729
admire,0.0018412850765062582
adviser,0.019449784519229546
safeguard,0.002351599942404038
cooperate,0.0013821695639304598
pioneer,0.0006619687239884729
managing_director,0.0006619687239884729
brain_power,0.0006619687239884729
conflict,0.013890236704626547
system_support,0.0016683130854866497
organize,0.012684016980068226
invent,0.010279906276739255
competent,0.009087155409857071
coordination,0.005854020182352868
fiduciary,0.0016683130854866497
rewarding,0.004900642547318399
technology_team,0.0025540281368298234
reimagine,0.003668421451773635
operationalize,0.006104127837019112
exciting,0.026188587768366224
customer_engagement,0.0020957448622776977
technology_solution,0.006536582801536491
engaging,0.0020957448622776977
simplicity,0.008546742741520306
support_infrastructure,0.0061756864724027884
cost_efficiency,0.006774731829896423
take_cost_out,0.005542840858409231
end-to-end,0.019461120205996454
product_innovation,0.008616097712611761
reengineer,0.019289136362182036
dna,0.004533019161628038
governance_structure,0.0027673741038766325
specialize,0.01118815016502949
uniqueness,0.001205641051523409
suitability,0.0010215294766374161
cadre,0.002372508807768734
train_they_up,0.0010215294766374161
stewardship,0.0010215294766374161
seriousness,0.0045699194985216384
embarrassment,0.0022511531202729015
reach_out,0.008160264940672922
harm,0.003543195616399777
customer_care,0.0015868618435186052
messaging,0.004752359449966121
enabler,0.005039026561499871
reproach,0.007406773376852257
personalized,0.012540757460063865
employee_engagement,0.01648210374798642
core_value,0.007406773376852257
product_offering,0.016815567869149586
executive_committee,0.009162821814773464
technology_architecture,0.004234145064185836
fulfillment,0.003940263113007839
sophistication,0.012248511367209182
validation,0.011399052892617797
service_offering,0.009764866804129508
analytic,0.0070113057514181315
embrace,0.016161575167782275
service_requirement,0.0022562078150803527
it_infrastructure,0.0032888041951789054
value_proposition,0.025563417044350008
market_need,0.0017080225468722669
resonate,0.009554352396844313
specialization,0.0038415906851443794
compelling,0.025034472950994324
capable,0.01865787704770949
customize,0.012131046122305034
on-site,0.0021790319457199786
specialist,0.013155706524502715
spirit,0.005013143948283894
state-of-the-art,0.005762403108686676
execution_capability,0.0033384318566204822
datum_analytic,0.004411131331734776
prescriptive,0.005675064087564373
excellence,0.004293943239670808
vendor,0.015646984118260855
level_playing_field,0.0023522575304945866
fruitful,0.003974011923581641
unbiased,0.00212272490938601
deliverable,0.00212272490938601
functionality,0.017600725474867598
scalable,0.00841146472762895
customization,0.0033877700423861332
technology_integration,0.0033877700423861332
technology_platform,0.008762970208456781
distinctive,0.0042103978491264725
branding,0.00845679320435287
diligence,0.012102494169180907
appreciative,0.005294980997987685
democratic,0.014527026498769632
locally,0.016214404378227822
multi-channel,0.003597300090580588
service_culture,0.003597300090580588
sale_force,0.01909428188981724
bureaucratic,0.0026718824657310366
decision-maker,0.0026718824657310366
foundation,0.012890661955160716
knowledge_base,0.0026718824657310366
testament,0.0026718824657310366
interact,0.019822417075942657
service_proposition,0.013521788936526051
service_organization,0.0027906327975413046
service_standard,0.0047249520531351735
architecture,0.00559085973015537
faculty,0.0036836352927545222
quality_aspect,0.003290918963151747
brand_name,0.003290918963151747
customer_interaction,0.004111200103520672
world_class,0.0022334019832770773
hard-working,0.002824204464647396
customer-centric,0.0023785849931690847
thorough,0.014071277568820014
cost-effective,0.012331095907302336
advocacy,0.004357458821649171
project_team,0.003779849639539944
moral,0.004202347013630011
partnering,0.0036660708133608296
proven,0.007776889887159679
customer_requirement,0.001960075537116631
cultural,0.0083624316091131
formalize,0.005488595783798355
supervision,0.005101522148640456
empower,0.0026757641351727764
customer-facing,0.008111537441017743
technology_development,0.0061852326375603445
core_competency,0.00706120413971226
convincing,0.006173715433447776
constituency,0.0020077953993938168
standardize,0.003942184664263257
proprietor,0.002381660749625769
technology_perspective,0.00346640711363349
dedicate,0.010031891451988392
mutual,0.004796462938111876
faith,0.00982021498591983
misconduct,0.00220137567296087
university,0.0070481385354217154
core_strength,0.003934914339028738
work_force,0.002441649553306135
awareness,0.007154424862250722
excel,0.002161012967869392
openness,0.0020629505307947797
ethically,0.0019274905981581263
entrepreneur,0.005542864410770605
brand_equity,0.0009184595975950438
unethical,0.0015472462795002979
thankful,0.0009184595975950438
adherence,0.0009184595975950438
authority,0.015293013465686798
decency,0.002536723534191295
workload,0.005761445979486272
industry_leadership,0.0009184595975950438
oversee,0.006573526031367537
satisfaction,0.004756862395647647
steward,0.0018724001826946064
high-caliber,0.0027072282896285073
world-leading,0.0027072282896285073
pride,0.0070233178779053815
technology_innovation,0.004106391596649922
caretaker,0.001958685905399427
money_laundering,0.0033354901683927828
bless,0.00196286072438074
full-time,0.007012767938505781
supervise,0.0022898686030384517
sharing,0.008670266209518988
intellectual,0.0032444200689471514
employer,0.0047547124336609495
tailor,0.0023602960013377975
compliance_program,0.0023602960013377975
fact-based,0.0020336595285726108
service_people,0.003388373974555067
continuity,0.0016912926045704877
management_discipline,0.00212272490938601
supervisor,0.00212272490938601
core_responsibility,0.0018987810787394444
harness,0.0030797561125473147
competency,0.008739690694241338
service_capability,0.0037677448091832967
investment_community,0.003231259028732037
service_experience,0.01098515884587887
institutionalize,0.0022682483329769226
easy-to-use,0.004991375735439732
logistics,0.012694091719572314
salespeople,0.005723486396110211
customer_contact,0.0027272719344184518
pioneering,0.005183351725264337
heritage,0.005235364925274814
rigor,0.002537451056648801
constructively,0.00426225481295304
remuneration_committee,0.0026940287367780516
council,0.01847315507425306
project_management,0.002139989519415873
subcommittee,0.002139989519415873
decentralize,0.007711220143552491
autonomy,0.00820039350771069
designer,0.0026667243914728685
unanimously,0.00791752256687164
ministry,0.0023133840113535795
skill_set,0.002612511886402581
training_program,0.0021952534521779035
candid,0.0037530636246996428
disrespect,0.002096150583889144
procurement_department,0.002096150583889144
competence,0.002096150583889144
skillset,0.0015043432995185907
federation,0.0015043432995185907
courage,0.001222118713960921
investment_team,0.0005466956504533277
operating_skill,0.0005466956504533277
building_capability,0.003080325711204249
attentive,0.0009256361991894374
scalability,0.002428197782182088
usability,0.0005466956504533277
end_user,0.0009256361991894374
development_partner,0.0005466956504533277
coalition,0.0005466956504533277
personality,0.0005466956504533277
symbiotic,0.008210182673301312
lieutenant,0.010028045261582184
amicable,0.010028045261582184
partnership_arrangement,0.0045892466271858666
wisdom,0.002074574441238654
scientist,0.0011022248033376787
policymaker,0.005930437454382756
innovator,0.0011022248033376787
enforce,0.0011022248033376787
business_team,0.0011022248033376787
confidentiality,0.0011022248033376787
unequivocal,0.004596882644868372
interoperate,0.004596882644868372
knowledgeable,0.004596882644868372
mutually,0.007154489815442265
market_requirement,0.01212744937395693
concert,0.006746584785264693
well-informed,0.0008507240860864948
customer_focus,0.0008507240860864948
client_experience,0.003976641212343897
servant,0.0008507240860864948
dishonest,0.0008507240860864948
workplace,0.0008507240860864948
mentoring,0.0008507240860864948
coach,0.0008507240860864948
demonize,0.001785340021327065
partisan,0.0008507240860864948
mentor,0.0008507240860864948
teach,0.00293056765756937
inspire,0.0008507240860864948
relentless,0.0020381404840042728
invention,0.0008507240860864948
bank_manager,0.010483334191276021
management_philosophy,0.0023765388985513046
unite,0.0023422861123915998
guest,0.0016071707210970866
product_team,0.0016071707210970866
relationship_banker,0.0016071707210970866
empowerment,0.0016071707210970866
workflow,0.0016071707210970866
resolute,0.0015675043798955414
cooperative,0.002022493755172688
educate,0.0041817486959283175
people_business,0.0027059025167148793
risk_organization,0.002711213414686842
business_community,0.003040726391756286
independence,0.0048766547123800545
store_manager,0.0020180617016551435
technology_people,0.0014797677930186886
marketer,0.0033815256146716766
product_people,0.0014797677930186886
professionally,0.0014797677930186886
career_pathing,0.0025054646666330055
quality_service,0.0048741043011084895
hands-on,0.0026763580193365426
business_experience,0.0020756772874274167
abide,0.002873350462367022
customer_application,0.002873350462367022
customer_support,0.002032163640725187
devops,0.0027641085238278057
working_relationship,0.004163868077717998
core_technology,0.0027991149640991812
governance_process,0.0027991149640991812
it_people,0.0035786612300076318
customer_service_rep,0.0035786612300076318
business_partner,0.002386804725326904
business_outcome,0.0021566951362731396
humble,0.0014434307573489508
endorsement,0.0014434307573489508
insist,0.005840859343691103
marriage,0.003016076931840493
system_requirement,0.0022654583596276273
architect,0.0039049137379023203
technologist,0.0009845782143855636
grateful,0.0009845782143855636
conscientious,0.0009845782143855636
leadership_position,0.0031920583126122375
hallmark,0.0020269453188304417
support_team,0.0020269453188304417
service_element,0.004111200103520672
dealings,0.002754463080324917
technology_capability,0.003514919172475689
business_executive,0.0030782467627475116
product_differentiation,0.0030782467627475116
brand_experience,0.0030782467627475116
bring_people_in,0.0015267899804177352
information_sharing,0.0015267899804177352
first-rate,0.0021831106041611155
risk_manager,0.0021831106041611155
facilitator,0.0018579196163859392
business_practice,0.00293907071230414
liaison,0.00372837580238312
it_team,0.0017569007755585957
relationship_management_team,0.0016820252478331151
skilled,0.00434995022391055
customer_service_people,0.002125991896549359
orchestrate,0.002125991896549359
